DCX_YFP(-)_tp1_s.1	DCX_YFP(-)_tp1_s.2	DCX_YFP(-)_tp1_s.3	DCX_YFP(-)_tp2_s.1	DCX_YFP(-)_tp2_s.2	DCX_YFP(-)_tp2_s.3	DCX_YFP(-)_tp3_s.1	DCX_YFP(-)_tp3_s.2	DCX_YFP(-)_tp3_s.3	DCX_YFP(+)_tp2_s.1	DCX_YFP(+)_tp2_s.2	DCX_YFP(+)_tp3_s.1	DCX_YFP(+)_tp3_s.3	DCX_YFP(+)_tp1_s.1	DCX_YFP(+)_tp1_s.2	DCX_YFP(+)_tp1_s.3	SOX2_YFP(-)_tp1_s.1	SOX2_YFP(-)_tp1_s.2	SOX2_YFP(-)_tp1_s.3	SOX2_YFP(-)_tp2_s.1	SOX2_YFP(-)_tp2_s.2	SOX2_YFP(-)_tp2_s.3	SOX2_YFP(-)_tp3_s.1	SOX2_YFP(-)_tp3_s.2	SOX2_YFP(-)_tp3_s.3	SOX2_YFP(+)_tp1_s.1	SOX2_YFP(+)_tp1_s.2	SOX2_YFP(+)_tp1_s.3	SOX2_YFP(+)_tp2_s.1	SOX2_YFP(+)_tp2_s.2	SOX2_YFP(+)_tp2_s.3
SRR	-1.734696	-3.21629	-3.664138	-1.226217	-2.903726	-5.00842	-3.011472	-2.829171	-3.020807	-3.484783	-0.6352231	-3.053756	-0.6535914	-1.19001	-4.094773	-3.015911	-4.017984	-1.964875	-1.780727	-4.297113	-2.613278	-3.597759	-4.814786	-4.894528	-1.767428	-3.095779	-1.401768	-3.057712	-2.577214	-2.152041	-1.036148
ILKAP	-1.116089	-1.219637	-1.290028	-2.369286	-2.589601	-4.563889	-2.942444	-2.077489	-2.128911	-2.3898	-2.107387	-2.122785	-2.012259	-2.109966	-1.185127	-2.225014	-1.505626	-1.834339	-2.198079	-2.603431	-3.929395	-2.137056	-0.8066213	-2.25966	-0.3802793	-3.789185	-2.412888	-2.332593	-1.087981	-1.206694	-1.562613
XRN2	-1.094222	0.1048987	-1.46899	-2.360379	-2.376364	-2.906626	-2.391404	-2.268417	-1.556926	-4.245584	-5.839286	-3.058425	-3.809916	-1.529042	-1.257589	-3.236095	-1.551883	-0.9976279	-0.8371407	-2.94115	-3.014222	-1.65329	-0.1917769	0.2008524	-1.30654	-2.556521	-1.245729	-0.6784585	0.6339697	0.2842761	-0.5863528
RAB1B	-1.167777	-0.6730466	-0.4441257	-2.225965	-1.909706	-4.108931	-2.080043	-1.612718	-1.110023	-2.57838	-2.741514	-0.6587096	-2.188816	-2.014727	-1.49182	-3.429433	-2.641832	-1.8067	-0.360737	-2.258795	-4.381498	-0.8411762	-3.273735	-3.119465	-4.347496	-2.538887	-3.097873	-1.137507	-0.8330247	0.1111947	-0.04570949
IRF2BPL	-0.5434007	-0.7975876	-1.119739	-1.645031	-0.2858979	-3.089584	-1.52672	-1.179185	-0.9228752	-0.6958244	-0.6847526	-1.343889	-0.9892454	-1.207215	-1.941127	-1.183995	-1.455922	-1.692671	-0.8636934	-2.078889	-2.148226	-2.412038	-0.7000686	-0.4187307	-1.409359	0.2079868	-0.9180717	-1.604719	0.1890137	-0.03200577	-0.4023587
NUCKS1	-1.197321	-0.4124762	-0.4516827	-0.5531024	-0.5927404	-1.100191	-0.2983885	-1.504559	-0.5476989	-3.765182	-5.877863	-2.51714	-1.143738	-2.820371	-1.087147	-3.445992	-0.2367259	-0.4285094	-0.4211446	-2.065397	-0.9319528	-0.6567439	-5.478329	-4.423016	-2.979137	-0.5661945	-0.7162059	-1.565171	-0.961037	-0.7679924	-0.3499453
TMX4	-2.417447	-2.883732	-2.601624	-1.756327	-2.308938	-2.328075	-2.222752	-2.153615	-2.204428	-1.588947	-2.224967	-1.927299	-1.934226	-1.765167	-1.934056	-1.880789	-2.356722	-2.328652	-2.414389	-1.886354	-1.655039	-2.000841	0.03441482	-0.9186059	-0.1666629	-3.340634	-3.52633	-2.48734	-2.40562	-2.1675	-1.925505
RAB3GAP2	-1.814422	-0.928333	-1.60654	-1.2013	-3.735204	-2.852166	-1.733675	-4.816961	-1.880104	-2.676368	1.16545	-2.70858	-2.319485	-4.233153	-1.620369	1.217883	-2.019278	-2.509107	-2.903286	-4.756449	-1.840051	-3.13118	-1.233948	-5.563048	-4.706552	-5.093074	-3.87076	-1.649813	-1.925808	-2.185131	-1.288512
ADNP	0.002691202	-0.4578722	-0.5530788	-1.018978	-1.251734	-1.352826	-1.306616	-2.194366	-2.019611	-0.4397316	-0.3338794	-0.3908198	-1.113564	-0.3706856	0.03133316	-0.0244703	-0.5340908	-2.361086	-1.373443	-0.5834135	-0.2965958	-2.094424	1.594658	1.908673	-0.3076213	-0.333373	-1.541376	-0.3014462	-0.6482978	-1.02482	-1.78362
PPA2	-0.3518594	-1.386431	-2.515384	-3.42261	-2.507589	-3.484488	-0.7534326	-1.858091	-1.701482	-5.076518	-5.571143	-2.073151	-3.369273	-1.553963	-1.64509	-2.787867	0.02708022	-0.5947494	-2.78406	-2.750586	-5.091701	-0.3742248	-2.000748	-5.363191	-5.086812	-1.578495	-1.177288	-0.6035748	-1.442483	-2.523984	-0.4004578
PNN	1.103642	0.9601394	1.086272	0.696942	0.4914024	-0.869896	-0.5462045	-0.2257037	0.2337324	-0.1277414	-1.470149	0.2900204	-0.003565893	0.7159078	0.8401535	-0.02607211	1.12557	0.7233088	0.5920848	-0.4237625	-0.02157403	0.4059011	1.229873	-0.4299638	0.8510992	1.108067	1.171627	1.398192	1.261305	1.058156	1.387844
BOLA2	-0.5232988	-0.5201716	-0.252487	-0.4270975	-0.4294845	-0.998821	-1.110743	-1.691818	-1.328482	-1.321995	-1.675761	-0.2060886	-0.7434638	-0.5103963	-0.4922494	-1.084252	-1.755374	-2.054036	-1.857896	-0.05486795	-1.182515	-0.925225	-2.113976	-3.281415	-1.78305	-0.6485787	-1.474037	-0.4510378	0.525893	0.3721496	0.2178385
TMX1	0.7656487	0.07229798	-0.08739535	-0.2195917	-0.2696496	-4.117036	-1.851879	-1.29464	-1.058817	0.3420748	0.794475	-0.2175097	-0.1194208	0.1836461	-0.1410143	0.2323858	0.1136723	-0.01454899	-1.38966	-0.4030914	-1.733296	-0.7381762	1.016531	0.7234351	0.02636751	-1.087458	0.5046133	0.3687828	0.4983914	0.3866158	0.2611704
CDC42EP4	-1.614508	-2.951146	-1.157649	-2.237838	-1.843995	-2.096855	-2.273107	-2.267987	-1.764607	-2.115076	-1.534503	-0.6662088	-1.867321	-2.331191	-1.658613	-2.080823	-1.926252	-1.909377	-1.802996	-2.032012	-2.107921	-2.148342	-6.155796	-4.122391	-5.201983	-2.3628	-3.524931	-2.638911	-1.633755	-1.772646	-2.633023
CHMP4B	-1.322927	-0.5058577	-1.650545	-1.335512	-1.239142	-3.158619	-0.6761408	-2.444003	-2.522014	-4.345268	-1.489082	-4.224462	-3.158104	-3.212885	-1.172627	-1.629948	-0.7887766	-1.608371	-2.85262	-3.173827	-3.18179	-1.37969	-3.718872	-4.588056	-4.107433	-3.122506	-4.290164	-2.235398	-0.4832878	-1.413054	-1.227342
POFUT1	-0.9691168	-0.6841298	-1.283795	-0.1854568	-1.065706	-2.087087	-0.4932299	-0.6118176	-0.5044158	-1.321581	-1.590713	-0.9852625	-0.6952795	-2.704529	-1.127055	-3.950264	-0.5220068	-0.4967456	-0.9482175	-1.319263	-0.7734479	-0.7495799	0.9521442	-1.893505	1.704744	-0.8609009	-0.5342299	-0.482441	-1.283159	-0.9539405	-0.5093546
DCTPP1	0.04580941	-0.1060565	-0.7121401	-0.8229213	-1.611286	-1.272555	-1.05951	-1.5329	-1.55347	-5.571531	-3.698656	-1.738598	-1.592318	-4.646754	-1.155726	-3.28833	-2.705534	-1.470231	-1.792894	-2.775021	-1.117923	-1.592349	-3.412873	-6.88809	-5.232697	-2.090732	-2.218074	-0.2958227	-0.1792932	-0.3348402	-0.8809621
ACAD9	-3.228126	-3.335184	-4.999768	-2.913177	-2.773383	-3.289929	-4.135767	-2.857909	-2.934861	-3.022428	-3.820708	-3.308132	-2.365757	-4.640401	-2.82472	-5.860135	-2.783369	-2.116484	-2.625365	-2.565883	-3.407347	-2.582289	-1.52764	-2.535062	-2.10554	-2.916549	-2.972084	-3.991862	-4.220556	-2.782255	-4.588539
NT5DC2	0.2632984	-0.1139756	-0.925926	-1.721627	-1.402731	-2.788459	-2.030294	-2.676894	-1.598508	-0.6028849	-1.880508	-1.765598	-2.333804	-0.7711809	-0.8913518	-2.05691	1.278625	0.6578572	0.250598	-0.8421302	-2.774463	-1.185904	-2.071691	-1.035291	0.2526587	0.2968993	0.2443914	0.1146445	0.1663035	-0.5895275	-0.007273048
GORASP2	-2.841236	-2.826712	-2.134763	-5.173181	-3.108726	-3.745399	-2.821874	-2.757283	-2.79844	-3.454679	-4.70998	-4.031503	-3.256232	-3.351934	-3.008728	-3.708776	-3.237078	-3.190253	-3.118386	-2.662962	-3.07619	-1.320601	-1.985179	-5.833745	-4.4278	-2.769939	-3.335927	-1.847031	-2.933377	-2.815017	-1.572785
LRRC40	-2.795241	-2.849465	-2.493301	-3.854204	-2.392375	-4.78821	-2.707643	-3.84322	-2.552335	-3.760756	-2.7939	-1.91219	-1.359266	-1.77199	-2.507548	-0.8419932	-2.565979	-5.063896	-5.357907	-2.307977	-1.966557	-3.170778	-4.333845	-4.077006	-3.317867	-2.416846	-3.365969	-3.365395	-1.580953	-1.940483	-2.773088
SFXN1	0.9197432	0.6736736	0.7736801	0.7856411	0.3799841	-1.390229	0.9989341	0.04596446	0.2441198	0.7897043	0.1854745	0.5051343	0.2592936	0.825161	1.417524	0.3548363	0.8444248	0.8649392	0.3667576	0.08047936	-0.3579088	0.8571914	0.3627822	-1.037064	-1.774212	0.3047617	0.2990541	0.8286906	0.9929938	1.043618	0.7312576
AGO3	-1.517571	-1.334798	-2.214341	-0.5164412	-1.126304	-3.483964	-1.741276	-3.474374	-2.238194	-1.617395	-1.711098	-2.462023	-1.041005	-1.99512	-1.773158	-1.539714	-1.931896	-2.688621	-1.718324	-2.244782	-1.079474	-1.289534	0.3720635	-0.06327972	-0.3042248	-1.641062	-2.81983	-4.421319	-2.381672	-2.805133	-1.492152
XPO5	1.132197	1.258885	0.6531347	-2.300061	-0.6469533	-2.451856	-1.561371	-2.014507	-0.7473005	-2.134882	-3.43449	-1.41801	-3.645158	-0.5200284	-0.5994508	-1.528703	-0.9298933	0.1383257	-0.2373807	-0.7850018	-1.39528	-1.12694	0.140578	-2.449397	0.8485256	-1.924431	-0.1396947	0.006062552	0.7787163	1.14702	0.7514367
GRPEL1	-2.690573	-3.171533	-2.577447	-2.572282	-2.715816	-2.399719	-2.648446	-2.821561	-2.49758	-3.553437	-3.376055	-2.559684	-3.051321	-3.990775	-3.093849	-3.685348	-2.498945	-3.007614	-1.625142	-2.405807	-2.722715	-2.007594	-7.131395	-4.590226	-2.415695	-2.020022	-3.038888	-2.532607	-2.325047	-2.663785	-1.632182
C12orf10	0.6588674	0.302456	0.7858831	0.1115532	0.2141233	-2.570299	-1.093704	-0.6483253	0.4617027	-0.6530483	-2.99539	0.1996692	-1.162535	0.005192205	0.03852616	-1.821647	0.2161704	-0.1992702	-0.3969411	-1.039323	0.1717173	-0.2156621	0.1675875	-0.904457	0.6815188	-0.6726684	0.1775265	0.4306241	1.027347	0.4463455	0.2368629
CACYBP	1.885214	1.568068	1.793557	1.497592	1.854717	0.07763615	1.228503	0.5426765	1.671015	2.104051	1.901576	1.463336	0.9292501	2.358263	1.408499	1.786293	1.106394	1.648003	1.98441	1.840258	1.238983	1.863335	1.59039	2.646711	-0.477521	1.695987	2.100091	1.801305	1.941306	2.257416	1.876288
VAT1L	-0.2493305	-1.399726	0.2669386	-1.319254	-0.680562	-1.434018	-1.886016	-3.31459	-0.6618854	-0.6630483	-2.426829	-5.078383	-1.656145	-2.763166	-0.9112729	-1.275311	-4.590614	-2.933639	-1.821954	-2.305231	-3.695022	-2.59012	-5.924626	-3.047958	-3.939233	-2.043477	-0.9072955	0.07015821	-0.93337	-2.220528	0.07323539
TM9SF3	-2.014831	-2.010049	-2.091153	-2.566603	-3.717676	-3.003887	-3.76938	-6.021692	-2.870977	-4.742128	-3.130813	-5.099521	-2.694644	-2.93369	-1.709706	-4.400401	-3.272165	-0.5004805	-2.674719	-2.075859	-4.251499	-4.658881	-1.139946	-3.491132	-1.569485	-2.590974	-4.466901	-1.550334	-2.070651	-2.38403	-1.715784
APMAP	1.446909	0.05966626	0.2994986	-0.06906674	2.008535	1.246381	1.717862	0.7913818	1.414502	1.866783	1.822912	1.518661	1.294178	1.019979	0.4206536	0.2086957	1.118955	1.81584	1.097506	0.2685921	-0.2541671	0.5942913	0.4469166	-1.994589	-2.346858	1.322346	1.356402	1.667346	0.2678843	1.587584	1.907112
HMG20A	-1.99084	-2.204454	-2.474701	-4.544566	-3.234613	-3.955574	-3.661125	-4.529247	-2.187646	-1.165015	-4.785321	-4.266829	-2.338758	-1.528993	-1.419396	-3.953063	-1.249686	-1.810987	-3.899204	-1.535324	-4.595337	-0.7722524	-2.821294	-2.986972	-2.005083	-1.730109	-2.601944	-1.854982	-1.635308	-2.423754	-1.207653
RAB18	0.9213814	0.498568	0.3242589	-1.128355	0.9323784	0.03087573	0.4497644	-1.372749	0.4043224	1.152559	0.9220319	0.7893473	0.1756499	1.144383	1.25751	1.498747	-0.1953094	0.1148242	0.527347	0.2984861	0.9379567	0.9875169	-2.455084	-6.035276	-2.761472	-0.2595679	0.02870818	0.8117269	0.3029262	0.2792052	1.006709
SSU72	-1.402713	-1.610822	-2.007406	-2.663433	-2.908757	-2.922463	-3.013811	-2.498423	-2.382232	-5.044983	-5.153712	-3.020147	-4.331226	-2.543582	-2.816179	-2.865882	-3.321194	-3.068658	-2.655047	-4.590468	-4.284283	-2.786868	-2.69689	-4.010349	-1.923067	-2.667893	-2.748591	-2.529976	-2.683991	-2.657906	-1.665563
DYNLRB1	0.7820606	0.833779	0.5185952	0.4921581	0.3412912	-5.263312	-0.07928367	0.6388099	-0.2732889	1.694925	1.38448	0.2307368	-0.1540587	0.7929622	0.9235865	1.308078	-0.04669757	-0.3829252	0.893255	-0.02709234	0.2322691	-0.5680037	-1.175164	-3.419939	-0.4948879	0.7941102	0.1074344	0.09873825	-1.025853	-0.3730604	0.2337641
ENY2	-0.197121	-0.3080514	-0.1376305	-0.4989188	-1.322903	-0.4955209	-1.060151	-0.6108018	-1.6222	-2.009297	-2.092072	-1.682459	-2.785015	-1.340407	-0.6839933	-1.381628	-0.9258072	-0.9258102	-0.7969767	-0.841008	-1.036252	-1.472121	-2.919663	-3.214519	-1.585761	-0.2356286	-0.3232976	-0.3665271	-0.06058486	-0.4015063	-0.2435037
EXOSC4	-1.617779	-2.998915	-2.507866	-2.545889	-3.623806	-2.69897	-3.588948	-3.265033	-3.342055	-3.153668	-2.878973	-2.320652	-4.39751	-2.420329	-2.097153	-3.305921	-1.069865	-2.83708	-4.175214	-3.24524	-3.370409	-3.544513	-3.209172	-5.847096	-3.952766	-1.615896	-2.171706	-2.966758	-1.935494	-2.275846	-3.817931
ISYNA1	2.96066	2.51368	2.805527	1.946203	2.52867	2.069747	1.525399	1.268796	2.287522	2.497778	2.073081	1.574946	1.123652	2.116522	1.867951	2.570562	2.184225	2.757365	2.681791	1.512609	1.770555	2.175508	1.569962	-0.3074244	0.6221036	3.23195	3.461984	2.996782	2.356239	2.804847	3.070506
ACOT13	-2.74439	-3.173713	-1.119365	-3.672436	-2.245123	-4.32256	-3.322259	-3.468526	-2.162946	-1.115415	-4.587828	-0.9580012	-2.452893	-1.109715	-1.464152	-2.47992	-0.8669271	-1.075888	-2.062581	-0.9409952	-3.791188	-1.179274	-3.334057	-5.161936	-4.43003	0.09566739	-0.9571033	-1.012662	-0.469257	-1.478967	-2.568724
LUC7L	-2.217189	-2.007669	-1.628453	-2.561603	-1.116904	-3.316722	-1.301488	-2.787541	-1.461715	-2.997681	-2.63362	-2.726787	-1.774458	-2.026294	-1.76305	-2.237341	-2.367501	-1.217747	-2.347796	-1.99774	-4.165274	-1.984338	-0.7502363	-3.707356	-2.501889	-5.423845	-2.111207	-1.196726	-1.729597	-1.709169	-1.280111
LZTFL1	-0.8161892	-1.891494	-0.2602775	-1.549153	-2.275714	-1.108473	-1.905894	-3.030518	-3.035637	-2.79722	-2.287093	-3.927992	-3.990007	-3.988623	-2.950297	-2.616063	-3.939372	-3.548903	-2.767592	-0.9403954	-4.534118	-2.131799	-3.375179	-4.476788	-2.942825	-1.797237	-0.6859944	-0.3242385	-0.6987864	-0.6031899	-1.299697
TIGAR	-1.204558	-1.313688	-1.234848	-2.925413	-2.929811	-4.261239	-4.506143	-4.654324	-3.349739	-1.749495	-1.425428	-2.132249	-3.960996	-1.387363	-2.724358	-1.161016	-4.347742	-2.696704	-3.720346	-4.181212	-4.645966	-3.247517	-2.800903	-4.603516	-5.683985	-3.240474	-1.632873	-1.887839	-2.230767	-1.177264	-1.382142
RTN4	0.9167955	0.5714578	-0.7860968	-1.783878	0.6149113	-0.4847668	1.597488	-0.2429663	1.301381	2.282631	1.573465	1.260728	1.360458	1.5612	0.9094689	0.4152148	1.274612	1.282266	0.2876499	-1.534013	-1.517015	0.740958	-0.4196984	-0.4397343	-1.765066	0.6877989	0.4236159	0.7782684	0.7414603	1.572527	2.195581
RPRD1B	1.870637	1.975441	1.647345	-0.0334443	1.391412	-0.2795666	0.421913	0.6995649	1.255172	-0.203648	0.1178519	0.2804672	0.1856969	1.260794	1.419427	0.9932059	1.291839	0.9220316	1.346151	0.9234751	0.8525779	1.129055	2.184576	2.727639	0.9291142	1.18374	1.393911	1.771708	1.755813	1.691572	1.877136
NIT2	0.1021837	-0.2239821	-3.76414	0.01142047	-0.7458221	-0.3433546	-4.728674	-4.431832	-0.4058685	-3.956745	-1.147732	-0.737298	-3.694988	-2.595317	-0.5587579	-3.877483	-3.052559	-4.096795	-0.1743732	0.0491253	0.3202887	-0.1957922	2.205741	1.539392	0.5573629	-0.6994904	-1.111121	-2.384007	-1.623798	-0.3258919	-2.389647
DDX21	0.5767967	-0.07786588	-0.3896667	-1.755911	-2.515548	-3.947465	-1.110048	-3.37216	-1.411011	-2.879715	-5.72249	-3.223482	-3.780516	-2.576684	-2.136487	-2.356169	-2.257746	-1.665123	-2.153642	-1.987781	-2.520816	-2.276154	0.9781445	0.2216196	0.3415633	-2.06788	-3.512781	-0.217233	-0.7099887	-1.644782	-0.9449573
SAR1A	0.7445573	0.420858	-0.9729689	-2.03161	-0.9681857	-1.348621	0.1679545	-0.05464394	-0.6550215	-5.093924	-1.849289	-4.211545	-2.541639	-2.542265	-0.723358	-0.4776106	0.0812825	-0.4350178	-1.759021	-0.06149876	-1.124213	-2.37802	-6.404898	-4.134835	-0.1365706	-0.8908983	0.2253696	-0.5683823	0.2929484	0.07428467	-0.1816945
NANS	-1.107558	-0.7369385	-0.5720498	-2.382051	-0.8871531	-1.863948	-2.021411	-2.640846	0.05411571	-2.236171	-1.57782	-1.09658	-2.018873	-0.5878499	-1.683367	-1.737218	-1.249833	-1.447236	-1.309877	-1.811619	-1.676975	-0.7163851	-0.2342956	-2.983041	-3.116688	-1.683006	-1.374877	-2.169606	-1.836934	-1.735143	-1.68111
CTPS2	-2.03025	-1.861723	-1.555025	-2.266393	-3.111116	-3.707438	-2.686661	-2.995519	-1.971227	-3.863485	-4.145814	-2.270234	-2.21008	-4.177297	-1.596833	-4.404502	-2.265951	-1.684507	-3.339308	-1.899337	-2.257104	-3.133231	-1.137106	-3.168084	-1.482501	-1.598669	-1.752339	-1.323348	-1.804131	-1.395113	-1.049825
POLE3	-1.314039	-1.466348	-1.591135	-3.619013	-3.093147	-3.616633	-3.886213	-3.826635	-1.839095	-4.673257	-6.565547	-3.953158	-3.131081	-4.753058	-2.731002	-3.865278	-2.838348	-2.322135	-3.469518	-2.611115	-3.646641	-3.829174	-0.8664957	-0.1700101	-2.656894	-1.211161	-2.831571	-1.863783	-1.191017	-1.101866	-2.041764
AASDHPPT	0.9072858	0.7063591	0.4544624	-0.6694183	0.3027816	-2.053767	-0.232081	-1.075664	0.08937706	-0.6014662	-0.102711	-0.2966774	-1.764222	0.6013062	0.54453	-0.07916109	-0.08868203	0.4088889	-0.2815241	0.5077139	-0.8565708	0.3614702	-0.210667	-3.353432	0.01914036	-1.093307	0.6118577	0.4186364	1.001435	0.8078768	0.2590819
UBQLN4	0.473468	0.4875328	0.6146988	0.009476262	0.09558257	-0.5191531	-3.000953	-1.135468	0.1118586	-1.955849	-1.702051	-0.8635812	0.4055633	-0.1423329	0.7496192	-0.1196258	0.370696	-1.20624	0.4850925	-2.080964	0.566199	-0.7563666	-2.968081	-0.2202033	-1.169651	0.4791963	0.5259819	0.5571724	0.469573	0.7784401	0.5337077
PHPT1	2.127289	1.450893	1.3633	0.3235961	1.696466	1.131312	0.7797691	0.4725528	1.790044	1.275082	2.321088	1.79487	1.085192	2.333881	1.324872	2.236739	0.9651474	1.928641	1.349178	1.227525	0.1606845	1.480033	-0.2273535	-1.849815	-0.06821667	1.293956	2.018598	1.507042	2.178807	1.665427	1.734162
FARSB	0.9367503	0.5250171	0.2318946	-1.051335	0.3909676	-0.5220442	-0.1538442	-1.621447	-1.555695	-0.5993972	-0.4715028	0.1679852	0.246933	0.6053614	0.03526758	0.4477597	-0.1589964	-0.06495402	-0.2438034	0.07231469	-0.1837316	0.9196045	0.350895	-1.244582	-0.6449307	-0.3345644	-0.08407143	-0.06586482	0.3064396	0.1040297	-0.08940436
IARS2	-1.916443	-0.430653	-1.855712	-3.163993	-3.076452	-4.054762	-0.7690733	-3.481042	-2.740423	-2.90946	-2.137132	-3.136022	-4.36112	-1.095249	-2.114148	-3.721495	-1.350716	-1.396514	-1.294373	-2.406904	-3.710118	-2.619452	-2.730452	-2.590712	-3.777972	-4.671542	-2.813616	-1.558226	-1.101351	-1.089169	-1.581863
PDS5B	0.8128912	0.8574902	0.6181414	0.5545834	-0.008114055	-0.9585626	-1.12305	0.1755956	0.3452155	-0.3900089	-0.5201451	-2.156318	-1.445415	0.3049219	0.4689303	-0.1184426	-0.1990599	0.385904	0.129891	-1.224314	0.4944831	-0.2254607	-0.7357866	-1.591744	-0.08404405	-1.033045	-0.7941005	-0.3282327	-1.003867	-0.8083497	-0.9383348
RBM12	-0.1061099	-0.2380013	-0.1282648	-0.61512	-0.6395962	-2.281541	-1.334797	-2.267917	-1.359289	-1.175258	-0.9668761	-0.4290137	-1.680423	-0.2440939	-0.398208	-0.8500221	-1.144807	-1.082552	-1.168251	-0.4058236	-0.9274992	-1.168578	-1.890678	-1.453213	-0.3396297	-1.72732	-1.427997	-0.618142	-0.1247532	-0.3206428	-0.2962582
ABHD10	-0.9395032	-0.4987607	-1.520742	-1.410976	-1.54878	-2.571238	-1.427632	-1.53193	-0.9061543	-1.328974	-1.997869	-1.516468	-2.543226	-1.712898	-0.86184	-1.808497	-2.043257	-1.096433	-1.557953	-2.059988	-2.662329	-1.869684	-0.8083233	-5.268866	-3.856479	-2.3304	-1.163218	-1.762962	-0.9147798	-0.9947261	-1.455835
DDX19A	0.8981262	-0.1651598	0.7869191	0.3764742	-0.3472693	0.2334403	-0.3961945	-0.6423019	-0.01909894	-0.5277059	-1.171429	0.2209737	-0.09819032	-0.07036125	-0.2691803	-0.7860739	-1.254289	-0.7103664	-0.433721	-0.09152514	-0.6636816	-0.03005362	1.39379	1.125579	0.1958954	-0.6923437	-0.3977915	0.6254762	0.8058143	0.7133021	-0.4095241
TBC1D13	-1.793518	-1.6065	-2.43388	-2.150037	-3.350015	-3.668898	-4.314563	-3.205266	-1.984417	-4.542679	-3.239473	-2.527595	-5.343611	-3.125896	-2.81857	-5.162974	-1.916312	-2.211686	-1.822856	-3.915766	-2.440233	-2.748967	-2.213608	-2.473474	-2.71043	-2.431974	-1.818966	-2.2899	-1.899827	-2.152977	-2.52717
ATAD3A	-0.4870215	-1.148342	-0.8896446	-0.7456273	-0.7446857	-2.066279	-1.096398	0.06072398	-0.2261624	-0.6496942	-1.170822	0.0761731	-0.8075231	-0.6478704	-1.166422	-0.550453	-0.4563462	0.4241719	-0.6919969	-0.3651499	-0.5766503	-0.538969	-0.3649609	-1.28918	-1.254533	-0.075443	0.3141091	-1.166162	-1.03852	-0.44903	0.1919793
ARL8B	-3.342797	-3.263652	-1.718774	-3.339655	-1.558821	-3.43463	-1.656723	-4.834347	-2.127268	-3.245357	-1.739173	-3.976432	-1.083825	-3.609325	-2.622679	-3.585248	-1.72288	-2.446824	-4.641423	-1.96584	-4.565266	-1.842146	-2.329769	-5.469025	-1.047147	-1.779959	-4.979359	-6.017978	-2.546893	-1.865057	-1.824574
DDX18	-1.671463	-1.214969	-2.183068	-2.783031	-2.936213	-5.225286	-2.001586	-1.60836	-1.974739	-2.850634	-3.625056	-4.704785	-4.490113	-4.512132	-3.169596	-4.887759	-1.289847	-2.872145	-3.1281	-2.475879	-1.70484	-3.323149	-0.8374786	-1.590669	-0.7648983	-0.9182761	-2.876963	-2.253329	-1.889385	-3.646787	-2.438053
RBM22	-0.4976215	-1.092232	-3.09565	-4.502856	-3.673798	-4.380402	-1.052423	-3.69952	-1.715492	-3.684945	-3.384526	-3.564809	-4.338505	-1.526907	-3.746056	-2.072975	-1.526937	-3.55598	-3.802852	-3.658183	-1.711369	-2.291352	-3.67862	-0.03313912	-5.179489	-1.58572	-0.6607578	-1.4875	-0.8372726	-1.555342	-0.3667446
SLTM	-1.04152	-1.999614	-1.38536	-1.435669	-0.877545	-2.22564	-2.281054	-2.644173	-1.144976	-2.571133	-3.003258	-3.205788	-2.029908	-1.343427	-0.7313559	-3.101315	-1.98444	-2.078156	-1.813329	-0.9892398	-2.890562	-1.820874	-2.663325	-4.779296	-4.294221	-0.8376724	-3.029276	-0.6344315	-1.108924	-1.478647	-0.68806
C1orf123	-0.1566474	-0.3577671	-0.6775861	-1.557031	-1.065558	-0.8307593	-1.182181	-0.7346334	-1.557912	-4.913781	-2.975491	-1.288062	-4.778183	-1.413738	-0.7234969	-1.368566	-0.9581926	-0.5204695	-1.739551	-0.695173	-2.18495	-1.023875	-0.7606916	0.1733582	-4.93441	-2.40706	-0.7832747	-1.712489	-0.335247	-0.8394569	-0.7211907
C4orf27	0.2915689	0.4582986	-0.1696994	-1.828661	-0.09569107	-0.31195	-3.268692	-1.098817	-0.6260687	-2.076083	-1.976258	-1.083656	-1.903049	-1.429591	-0.8137525	-1.552286	0.07370234	-1.161459	-1.199428	-1.891525	-1.522395	-1.891448	0.751653	0.155055	0.4628031	-1.129169	-0.07471175	-0.4260449	0.0621356	0.282093	0.261798
OCIAD1	-2.237663	-2.609589	-2.329226	-3.07752	-2.921073	-3.330519	-2.021317	-1.927775	-2.381284	-3.727401	-3.670498	-3.054075	-2.585231	-2.668254	-1.98661	-3.080862	-2.527665	-2.253061	-2.580414	-3.087354	-2.675104	-2.543515	-1.599764	-1.683897	-4.112751	-2.680673	-2.577412	-1.864821	-2.610841	-2.476289	-2.4744
ADPRHL2	-2.619664	-2.458821	-1.723455	-2.56723	-1.76583	-4.078341	-3.178667	-3.002151	-2.847989	-3.456564	-2.410284	-2.505893	-3.663839	-2.276888	-3.022858	-2.390928	-3.133188	-2.92081	-3.209067	-2.843334	-4.455036	-4.795271	-3.679446	-5.581519	-2.930071	-3.948494	-2.513639	-1.86984	-1.647621	-1.488018	-3.206663
