DCX_YFP(+)_tp2_s.1	DCX_YFP(+)_tp2_s.2	DCX_YFP(+)_tp3_s.1	DCX_YFP(+)_tp3_s.3	DCX_YFP(+)_tp1_s.1	DCX_YFP(+)_tp1_s.2	DCX_YFP(+)_tp1_s.3	SOX2_YFP(+)_tp1_s.1	SOX2_YFP(+)_tp1_s.2	SOX2_YFP(+)_tp1_s.3	SOX2_YFP(+)_tp2_s.1	SOX2_YFP(+)_tp2_s.2	SOX2_YFP(+)_tp2_s.3
PAFAH1B3	3.785144	3.164011	2.81659	2.143024	3.750445	3.243519	2.70384	1.45475	2.4831	1.988338	2.274601	2.836226	2.708699
PEA15	2.720735	2.591505	3.012499	2.770706	1.140437	1.354973	0.6570967	2.149921	1.702149	1.962501	2.698353	3.511627	3.828915
PMVK	-0.7854161	-1.218464	-0.4966318	-1.2298	-0.3477997	-0.336861	-1.773412	-0.7190275	0.001966689	-0.3484957	0.2421833	0.2806135	-0.01470285
PLEC	-0.5677693	0.5942354	2.666347	1.656754	-0.1155191	0.3746335	0.08817516	1.262514	1.556535	1.35128	1.625813	1.451863	1.876944
PPA1	0.7285886	-0.1490951	1.3766	0.2387553	1.138971	1.307714	-0.4638653	-0.5911095	0.8652441	0.7997876	1.742219	1.805418	1.422487
NONO	3.16246	3.318684	3.817769	3.300374	4.24042	4.349955	3.666068	3.856391	4.135529	4.434457	4.356976	4.278361	4.351809
RCN1	2.410967	2.487592	2.734436	1.84667	1.819884	2.71807	1.104281	3.119627	3.520933	3.743476	3.347959	3.268453	3.332419
PCBP1	3.280676	3.16981	3.388315	3.059918	3.762694	3.621706	3.36411	3.325795	3.632033	3.545212	3.690208	3.852474	3.799471
PCBP2.2	-3.540412	-2.861258	-3.863686	-4.384937	-4.018527	-1.872109	-4.564329	-1.875238	-1.876492	-0.9188344	-0.2495502	-1.969019	-1.211852
SF3B3	2.148037	2.765549	2.780266	2.166482	3.509214	3.490783	3.023098	3.636106	3.905806	3.463415	3.597748	3.815821	3.788745
CNN3	-0.1168257	0.9230603	1.016415	0.6010352	0.6900443	1.022777	0.466656	1.096653	2.215338	1.774029	1.470926	2.055984	1.404973
SAFB	0.0553741	0.4608831	1.180535	1.486049	1.93929	2.55728	1.106287	1.987242	2.243185	2.563471	2.715832	2.424761	2.527303
SF3B4	-4.482953	-5.825356	-4.217309	-2.113908	-2.743286	-0.959141	-3.941742	-1.599167	-1.634304	-0.5512492	-0.423964	-1.034049	-1.176933
SF3A2	0.02009973	-0.4820066	-0.1065539	-1.845275	0.7086813	-0.3224567	-0.08671013	0.4433248	0.665517	0.2065482	-0.05298422	0.2260915	0.1834989
SF3A1	1.698204	1.982951	2.193159	1.643537	2.353522	1.810628	2.356236	2.373016	2.670713	2.176172	2.150679	2.465971	2.515074
MAPRE2	0.1215333	-0.2140861	-1.711441	-2.448589	0.1760396	-0.7885919	-0.4508358	-3.864514	-3.858863	-3.053132	-2.026585	-1.505214	-1.533007
SF1	0.3088006	0.09072277	0.7453322	0.1120068	1.42049	1.351559	0.7203467	0.5805151	1.317349	1.032556	0.8500019	1.205096	1.368885
MAPRE1	3.240397	3.00852	2.900151	2.435542	3.030831	2.917311	2.264554	2.715919	3.040095	2.491006	3.103989	3.059287	2.915584
ELAVL1	2.974237	3.118715	3.223169	2.893835	3.815293	3.79845	3.652898	3.497887	3.84087	3.911147	3.629421	3.820644	3.883309
NSDHL	0.551444	0.8163992	-0.4319234	-0.214093	-0.3002815	-0.7787644	-0.6673896	-1.418507	-0.2837525	0.7990845	-0.1448262	0.8400804	1.109487
TAB1	-5.988915	-3.942707	-2.906047	-3.18731	-3.159995	-2.63849	-4.651092	-2.557945	-2.525604	-2.957265	-1.624717	-2.656269	-1.648393
TOMM34	-4.126328	-4.65857	-3.305057	-3.194541	-4.164073	-3.025377	-3.370395	-1.652676	-3.849458	-4.191767	-2.025438	-2.292426	-1.709157
UBE2V2	-0.6213351	-0.08297966	0.03797957	-0.2466362	0.4713902	0.8762599	0.1495965	-0.137528	0.3847605	0.4957875	0.247674	0.7262057	0.3827788
NEDD8	3.242175	3.047398	2.279311	2.664714	2.752422	1.257503	2.997786	1.658523	2.438442	0.9348093	1.361707	1.795287	1.851331
RAB11B	2.15161	2.090097	2.126899	1.794616	1.736867	2.363041	1.234691	1.543965	1.617277	2.267235	2.278512	2.727119	2.475004
ADRM1	-3.739208	-3.546044	-0.8414854	-3.562881	-1.651278	-1.681515	-2.141374	-3.089883	-0.3982068	-1.549333	-1.651344	-2.0035	-1.869953
CCDC6	-2.03231	-2.32235	-1.835879	-3.687525	-4.459088	-2.786595	-2.649508	-0.7636889	-1.575977	-3.476511	-0.9957471	-1.565837	-2.377431
INA	5.546574	5.13986	2.895671	2.275974	3.812371	3.037791	3.613742	-1.828677	-2.42523	-1.573917	0.08164631	0.2192112	-0.3749326
PSMD5	-1.511765	-1.473496	-0.5493475	-1.651586	-0.8854213	-1.284823	-0.8743125	-0.3391849	-0.1459209	-0.8390726	-0.6426777	-1.199469	-1.361156
CSRP2	-1.171255	-1.846468	-1.453099	-2.45972	-1.339895	-0.8377301	-3.06883	-1.453157	-0.4676137	0.3239736	0.1457327	-0.2493051	-0.08064481
DDB1	2.26156	2.072078	2.40711	1.99012	3.407297	2.975162	2.069905	2.386852	3.084367	3.002758	3.271751	3.296108	2.976587
RBBP7	-1.053828	-1.312127	0.01459724	-1.145009	-0.3208871	-1.091539	-0.929033	-0.2121672	1.276283	0.9154088	0.9197493	0.8690733	0.8993006
DBN1	3.310997	3.25583	3.239924	2.754498	3.147109	3.668525	2.741076	2.836682	3.062877	3.297503	3.265477	3.027774	2.928401
FSCN1	5.613531	5.813546	4.960166	4.153931	5.140622	4.844932	4.993317	4.154421	4.519421	4.140245	3.917796	4.364088	4.25286
DECR1	0.3838644	-0.1984206	0.9998267	0.7863609	0.7972123	1.448343	0.6482978	1.98624	2.030529	1.989127	0.8186885	1.194267	1.702693
TST	-2.754235	-1.621976	-0.9167336	-1.598922	-2.251269	-1.554095	-4.191353	-1.409317	-0.763543	-1.652204	-1.397101	-1.35345	-1.485603
RTN1	0.2051118	0.00804793	-2.001211	-0.9114114	-1.135072	-0.9110219	-1.648777	-5.776516	-3.269731	-4.474615	-5.819727	-4.243655	-4.499313
HNRNPUL2	2.171168	2.600212	2.4993	1.774995	3.344299	2.629121	3.008606	0.793337	3.096616	2.310196	2.356497	2.738985	2.418482
PDS5A	-3.168428	-1.028108	-1.669009	-4.108724	-3.028794	-3.033506	-3.250016	-3.439542	-5.091782	-2.609134	-0.3242765	-1.517425	-1.094361
QRICH1	-3.793546	-2.928695	-3.858408	-4.276992	-3.426283	-2.858095	-3.16603	-3.566425	-2.905364	-2.935474	-1.896016	-2.531863	-2.864964
SMU1	0.5445129	-0.004784876	0.7159221	-0.452552	0.8265563	0.9043182	0.03896357	1.239414	1.530242	1.076225	1.149375	1.633041	1.419268
LEPRE1	-2.574636	-2.323904	-3.571507	-2.424891	-3.992081	-3.510244	-6.082203	-1.797013	-2.751948	-1.803996	-1.705137	-3.254812	-2.646806
NME1.NME2	3.194071	3.115224	3.488563	3.277158	3.011677	3.282313	2.67991	3.305013	3.393206	3.24704	3.681244	3.790523	3.550639
LMNA.1	-1.677262	-2.187068	-0.05147816	0.2931586	-2.985559	-3.654418	-3.613606	-3.471174	-3.465098	-2.667755	-4.106064	-3.276304	-2.076941
HSDL1	-1.203993	-1.981591	-3.453485	-2.661967	-0.9671285	-0.6021549	-2.468273	-3.287306	-0.8492255	-2.295806	-2.288511	-2.885121	-2.941039
TUBB8	3.140315	2.930304	2.983454	2.07817	2.563815	2.851161	1.741631	2.402742	3.100241	3.543403	3.090386	3.421952	3.512623
NADK2	-3.047978	-2.375364	-0.006883493	-1.124867	-1.687578	-3.573638	-2.890973	-0.7785168	-0.8291274	-2.272036	-2.616964	-1.891125	-0.4699947
PREPL	-1.400843	-1.684239	-1.038327	-4.853493	-1.402555	-2.747874	-4.01826	-1.790927	-0.9519303	-2.728525	-2.226627	-2.552469	-1.918821
FAM98B	-0.475666	-0.5144382	0.02114373	-2.473763	0.5995248	0.5956774	-0.4999987	-1.914073	-0.05607516	-0.1943735	0.3631555	-0.08937421	-0.3861009
PDCD4	-3.928727	-1.79228	-3.819151	-5.45106	-3.983469	-1.565215	-5.862575	-1.509459	-0.1550777	-0.2697642	-1.638318	-0.5302148	-1.038218
HSD17B12	0.6633987	0.3033292	0.5762587	1.011132	-0.617943	0.5762331	-0.407659	-0.5281851	-1.165941	1.216596	0.4704008	0.6137189	0.7104788
HSP90AB2P	-0.1883028	-2.467863	0.08424962	0.5031282	-0.2814468	1.73221	-1.549153	1.814085	1.377216	2.365104	2.761269	1.4376	1.842124
ZNF326	-1.983635	-2.271381	-1.395181	-1.657915	-1.409012	-0.5621649	-1.543529	-1.110683	-0.9323196	-0.4328071	-0.4154241	-1.015853	-1.34086
ZNF789	-5.232149	-1.035563	-2.444282	-0.1993825	0.2162025	-0.7087894	-3.544542	-0.4726667	0.1809536	-0.2006471	-0.9576155	-0.1233225	0.4315731
DKFZp686J1372	2.95284	3.099345	2.888653	2.962649	2.713899	2.879491	2.803818	3.052873	2.789458	3.101018	3.166804	3.076431	3.147859
CRB2	-2.913527	-5.597498	-2.772863	-5.719148	-3.578924	-3.226955	-1.474557	-1.249054	-1.167856	-1.238409	-2.013582	-1.339181	-0.9167172
FHL1	0.01984061	0.03827822	1.71423	0.7296581	-0.06007544	0.1331464	-0.8996226	-0.03201011	0.8037519	0.7153651	1.595022	1.753267	1.583245
CRNKL1	-6.02582	-4.286993	-6.080702	-4.685328	-4.156944	-3.047668	-2.243341	-2.249584	-3.323329	-2.561705	-4.288849	-2.388772	-2.199687
ATAT1	0.3575518	0.5085924	-1.218438	-1.562002	-0.4136352	-0.8271196	-1.97862	-4.266714	-3.600825	-3.226033	-2.280182	-1.7449	-2.022155
NUP188	-2.979175	-3.004084	-4.579934	-4.659379	-2.666322	-2.585161	-3.543477	-3.76336	-3.84852	-2.944603	-3.34336	-1.770149	-1.754805
HP1BP3	1.782187	0.3900405	0.9741672	1.501553	0.942929	1.797224	0.6798674	0.8470553	-0.6327415	1.300984	0.1714462	-0.3600306	0.1493981
CEP170	-0.8587104	-0.8224157	-1.394199	-1.519006	-0.6436322	-0.8598627	-1.360517	-3.44688	-3.871488	-3.170296	-3.928728	-3.849154	-3.836229
ZNF362	-2.231383	-4.915084	-3.358668	-3.042556	-3.50842	-3.577791	-4.468869	-4.50448	-3.697721	-4.50614	-3.598202	-3.558597	-3.583653
SH3BGRL3	1.364203	1.080578	1.40063	1.035796	1.923736	1.449567	1.266214	0.2137634	0.8494995	0.9410729	1.039431	1.08866	1.234416
XPNPEP1	-1.241802	-0.6281696	-1.274962	-1.67712	-2.628503	-1.118424	-3.262109	-2.200481	-2.043506	-1.645651	-0.2642023	-0.8767051	-1.589351
HNRNPK.1	0.7974123	0.7092951	0.9155257	-2.832016	1.311947	0.4486616	0.6356683	0.1611932	-1.852636	0.3463001	0.8364398	-4.160825	1.302244
HIST2H3PS2	3.526197	3.276375	3.081685	3.703941	3.79443	3.893443	3.736653	3.389623	2.065427	3.313661	2.713766	2.549836	2.908856
GPAM	1.473868	0.2715885	0.8822715	2.049264	1.301278	2.799707	0.4816582	2.524224	1.14504	3.067469	3.823824	2.543308	2.928945
MAP1S	-1.263429	-4.101665	-1.771776	-4.551251	-0.9269789	-1.896572	-4.497707	-0.6948017	-3.471901	-0.998587	-1.313382	-2.339351	-1.740165
INTS3	-2.285527	-3.837215	-0.6980619	-4.178589	-2.845547	-3.492141	-4.062403	-2.165453	-3.713293	-4.981191	-3.836974	-3.594889	-4.348707
ARHGAP17	-5.239435	-4.453415	-0.6424183	-4.56825	-4.929624	-2.443571	-3.468491	-3.616704	-3.347825	-2.554775	-3.197926	-1.911703	-2.169036
KIAA1429	-2.708198	-5.846651	-4.794277	-1.97428	-2.976347	-2.416255	-4.121819	-4.738482	-2.598083	-2.571207	-3.267138	-1.602705	-3.985413
NXN	-1.512679	-4.031732	-1.086437	-3.477894	-1.027805	-1.900449	-2.723353	-2.28076	-1.090322	-0.4241515	-0.4731203	-0.7182605	-0.8198846
HIST2H2AA3	9.570887	9.217659	8.902593	8.560179	8.991291	9.348797	9.136782	9.36565	8.051715	9.018093	9.113249	9.23173	9.310653
CIAPIN1	-4.144804	-3.054204	-2.316684	-2.49488	-2.48053	-1.227722	-3.121214	-0.6045572	-0.7794192	-0.1726122	-0.1165335	-0.8721995	-3.430381
PTRHD1	-1.451547	-3.676829	-1.042691	-1.097223	-1.922246	-1.428063	-1.630618	-0.8716482	-1.301526	-1.213847	-1.517128	-0.2732333	-1.050065
LAMTOR1	-3.618862	-4.332953	-2.856437	-0.383709	-1.437766	-5.011051	-1.631372	-4.015003	-0.9787484	-2.961662	-4.725929	-3.042745	-4.180638
TWF2	-0.8297341	-0.5403822	0.3300916	0.3910954	-0.6474347	-1.159494	-0.3533027	-1.182624	-2.086627	-1.438922	-1.863712	-1.188489	-1.079092
SLC25A24	-2.793572	-2.288564	-1.540751	-4.09429	-1.956532	-1.231052	-2.264326	-1.665567	-2.975039	-1.483485	-1.974079	-2.313777	-1.940469
HIBCH	-0.3509945	-1.264474	-0.01658802	-0.2542008	-0.6598203	-0.6607773	-0.04938795	0.1654795	0.7586894	0.8181438	0.09780375	0.3788812	0.5384294
PRPF8	0.7019929	-1.015369	0.7988309	0.7254893	1.411951	2.152383	0.4432234	1.299531	1.092902	1.762421	2.114434	1.874084	2.046796
FAHD1	-2.147187	-3.052904	-3.344624	-1.293558	-1.469329	-2.006871	-1.646491	-0.7239782	-2.077549	-1.431147	-2.479292	-2.220493	-2.039627
TLDC1	-0.7688875	-2.112821	-2.187958	-2.046346	-2.206706	-1.772709	-1.402919	-0.7794939	-1.87544	-2.176301	-2.136857	-1.790799	-2.290843
POTEE	4.214362	4.251736	3.74395	3.380605	2.972009	3.687895	3.74137	3.698244	2.655712	3.121102	2.55983	2.278812	3.020558
WDR82	-2.390939	-1.582208	-0.9045955	-0.7797865	-0.1944926	-0.4041945	-1.343867	-0.4730987	-1.001986	-1.584018	-0.4653395	-1.465405	-1.196878
HSDL2	-2.422161	-1.645746	0.6497755	0.4811454	-0.7915556	-2.171268	-1.888397	0.4569517	0.8296816	0.3640454	-0.2845659	0.4061574	0.8930413
TUBA1A	10.68352	10.58655	9.635019	8.722837	9.823872	9.272459	9.629819	8.789101	8.562929	8.52951	8.729012	9.0991	8.966023
SUPT6H	-3.431493	-3.028077	-4.837448	-2.856258	-3.729704	-1.857334	-3.195522	-2.301345	-3.120851	-2.739797	-0.9029064	-1.918076	-2.120304
SND1	1.351147	1.00391	2.257931	2.390806	2.254731	2.683168	1.475389	1.63506	2.346498	2.540858	2.7863	2.691711	2.736803
RUFY3	-0.2606483	-1.436893	-1.595927	-1.200817	-0.3449121	0.4690227	-2.284139	-4.993515	-5.114779	-1.768198	-1.370436	-0.7651172	-1.074201
TRMT10C	-3.461623	-1.802729	-2.085074	-0.9440734	-1.779892	-1.115304	-3.220163	-1.614993	-2.02028	-0.5805879	-3.129086	-2.602208	-1.427679
EIF3M	-3.478722	-3.039878	-2.003949	-2.03722	-1.049837	-1.086832	-1.788393	-1.501052	0.03839625	-0.3990884	0.03294144	-0.4104849	0.5351967
EPM2AIP1	-5.001681	-4.873526	-4.687335	-4.028267	-2.003132	-1.44871	-4.444361	-4.687718	-2.275467	-2.645559	-2.367207	-2.172694	-1.330253
MOB1B	-4.221844	-3.43834	-2.216104	-1.201989	-4.309977	-2.07301	-4.372486	-0.9066254	-0.9497877	-1.580498	-0.7726007	-2.101882	-1.695971
KDM3B	-2.410313	-1.964349	-3.767148	-5.617173	-2.535012	-4.162182	-1.630419	-0.769941	-1.241638	-3.131494	-0.9651283	-1.047348	-0.8744394
BHLHA15	1.110569	-0.4613638	0.6998701	0.1700596	1.43819	1.263777	0.6273248	0.967939	-1.267676	1.132056	1.002241	-0.6383206	0.3460228
PHF5A	-1.708922	-2.862126	-0.8355151	-0.4695017	-0.5739919	-0.4107441	-0.8870366	-1.311291	-0.4030567	-0.4392388	-0.331178	-0.4442038	-0.7157168
NUP54	-2.807059	-3.356048	-4.54699	-6.795245	-2.695017	-2.728346	-2.511364	-2.167868	-1.684848	-2.557673	-2.971141	-3.024317	-1.681039
POGZ	-2.014302	-4.928461	-2.284828	-0.540046	-1.186217	-1.101518	-1.83314	-1.590117	-1.427758	-1.141208	-1.31294	-2.173556	-1.31507
MYH14	-6.470759	-2.191673	-3.890609	-4.559974	-5.059863	-2.862283	-2.474614	-1.429465	-2.592002	-0.8019298	1.764538	-2.741283	-2.797301
KDELC2	-4.254286	-3.394786	-4.566946	-1.533924	-3.659394	-3.986538	-4.147087	-5.06601	-3.971079	-1.907318	-2.446032	-0.9517784	-2.598435
HDGFRP2	-1.639788	-2.31633	-0.4785247	-2.161372	-0.9587514	-0.8406124	-0.3289148	-0.4697292	-0.0940365	-1.486662	-1.010924	-0.433891	-0.04397038
HUWE1	-1.846021	-0.6440271	-1.420585	-1.069453	-0.4443155	-0.2880047	-0.7129701	-2.150156	-1.612159	-1.489025	-0.1357546	-0.04034438	0.2621777
CENPV	1.61392	1.054824	0.9675452	1.026706	1.890695	1.845897	1.745416	2.173978	1.404932	2.245377	1.876275	1.917953	2.156146
PABPN1	0.5460914	0.6022584	1.129715	0.9986383	1.588496	1.445032	1.045948	1.262115	1.823582	1.879042	1.341475	1.848145	2.018982
MTDH	-2.940432	-5.047763	-3.404443	-4.03868	-4.652912	-3.654432	-2.966673	-3.502493	-4.219412	-4.136998	-4.420042	-4.793102	-4.868771
KTN1	1.218359	0.4695746	2.187117	1.639046	0.7446438	1.332206	0.8252347	1.727632	0.604205	1.328952	1.732316	1.69452	2.132879
ALYREF	2.490135	2.045005	2.56882	1.659211	2.689169	3.099422	2.14675	2.060482	1.498201	2.638233	3.068224	2.668052	2.631818
CAND1	3.338409	3.369241	2.920405	2.331503	2.957474	3.385081	2.666353	2.321484	2.952175	2.960103	3.38525	3.222075	3.304903
HOOK3	-2.102537	-2.656557	-2.760007	-3.254738	-1.981863	-3.7041	-1.576897	-2.689799	-3.014835	-1.770786	-4.156051	-2.174739	-2.585802
CARM1	-0.4711281	-0.08825061	-1.083764	0.03619511	0.2508765	-0.1428316	-0.1128022	-0.992873	-0.2754139	-0.4697506	-0.4728646	0.1330557	-0.4412048
NIT1	-2.331135	-1.927057	-2.332655	-4.249825	-2.336029	-1.497249	-2.77603	-2.268541	-1.535841	-3.674674	-2.941281	-1.636987	-1.60237
DDX42	-2.637486	-2.719317	-0.8621076	-1.567499	-1.494512	-0.2966219	-1.831984	-0.9885496	-1.068715	0.07097127	0.4767817	-0.2213057	0.5071248
GATAD2A	-4.642998	-4.407053	-4.041907	-3.62473	-3.60424	-2.847054	-3.17117	-3.320649	-3.615814	-2.045074	-2.517988	-2.764522	-2.410001
HIST2H2AB	0.9397557	0.9929146	0.5266884	2.202186	0.3398199	1.915934	1.842144	2.187912	0.1016494	2.719527	2.227519	2.462166	2.554784
PLD3	-1.461462	-2.045442	-0.07192977	0.4349551	0.4127392	0.2775975	-0.7420846	0.3323711	-0.510628	0.08858004	-0.545553	-0.9009825	-0.4540617
CHERP	-3.374373	-1.460503	-3.596226	-1.853489	-1.801046	-1.358306	-2.730519	-1.734628	-0.2670309	-0.2566655	-0.4772942	-0.4503992	-0.7067091
CCAR1	-2.274636	-1.494047	-2.832591	-3.301924	-0.3217053	-1.257333	-0.1122703	-3.005633	-0.8760481	-1.008965	-1.103905	-0.9206098	-1.429469
DNAJC10	-5.105781	-3.876698	-3.495662	-3.730825	-3.732198	-4.529966	-3.573528	-4.260993	-4.681102	-3.957897	-3.835583	-2.777218	-3.266867
RCOR2	-0.7504988	-4.582532	-2.219513	-0.3383202	-1.118458	-2.496202	-0.550707	-1.120153	-1.905259	-3.361465	-3.374105	-3.219443	-1.779369
CCAR2	0.9825141	0.7398562	1.883176	0.7154648	2.468776	2.578143	1.124637	2.231738	2.300291	2.773782	2.8211	2.635999	2.684222
NUP93	-4.940543	-1.980057	-0.8337253	-0.578512	-0.9167901	-0.5204543	-1.882639	-0.2426002	0.8815372	1.257251	0.3184927	0.8386561	1.045886
LRRC47	0.2209069	0.01367971	0.03645622	-0.3321315	0.3677108	0.8058662	-0.4327775	-1.319317	-0.2286468	0.5037128	0.9585553	0.4978013	0.582374
MRPL50	-1.977851	-2.433772	-2.209254	-5.151771	-1.941884	-4.103856	-4.737216	-1.415383	-2.151813	-2.144157	-2.510515	-3.009374	-2.202135
CPSF7	-0.3076854	-0.5705259	0.1915165	-0.3852631	0.7278105	0.57672	-0.3583702	0.4463645	0.6030242	0.9578661	0.7953768	0.509765	0.541968
EMC1	-4.656229	-3.709782	-4.33161	-3.596197	-3.479975	-3.156149	-4.261	-2.947897	-4.297112	-2.277487	-2.559032	-2.943199	-2.886345
PAF1	-4.325677	-4.458433	-4.849255	-3.146378	-5.408866	-2.022158	-4.807434	-3.630263	-3.304422	-2.300615	-2.044796	-2.327121	-3.597546
UBR7	-1.306527	-4.980921	-2.663144	-3.475005	-2.434886	-4.175731	-2.868057	-4.75963	-2.037455	-3.592637	-2.70763	-1.370712	-3.156429
PRPF38A	-2.818137	-1.754065	-2.842012	-2.204943	-2.21951	-2.194074	-2.438521	-1.235228	-1.242657	-1.158243	-1.472633	-1.366255	-1.263471
COLGALT1	-3.604839	-2.014079	-3.233344	-2.214952	-3.013473	-3.693006	-2.796066	-1.276426	-2.305041	-1.213893	-2.316041	-2.128603	-1.370185
PCYOX1L	-1.772832	-2.45243	-1.721835	-1.867601	-2.444674	-2.043732	-3.797993	-1.246782	-0.971671	-2.279919	-1.917308	-2.212646	-2.174276
TXNDC5	0.618227	0.7436351	1.419062	1.867453	0.7899354	0.7619689	-0.02759716	1.776931	2.282173	1.975084	0.7353766	1.475924	1.712833
SERBP1	-1.205672	-0.6376196	-1.035074	0.06652159	0.6154063	0.7163778	-0.3237392	-0.282317	-0.3426109	1.114703	1.501697	0.9475859	0.8524745
LSM14A	-2.644485	-5.634341	-4.236505	-1.793438	-0.137379	-1.897369	-1.222428	-3.765145	-0.7763599	-0.7617321	-0.4337863	-0.1226518	-0.4266513
MAPK1IP1L	-3.744119	-0.32422	-1.845676	-0.1533036	-0.3150722	-0.09420858	-0.2350223	0.1949921	0.1413929	0.04174241	0.4158121	0.08307689	0.2246327
RBM15B	-2.994058	-5.66395	-2.403552	-1.130463	-1.983934	-2.547789	-2.045651	-2.39298	-3.559025	-4.249072	-3.176384	-3.265058	-4.352835
ABCF1	-1.766152	-2.487053	-1.862233	-1.126404	-2.340754	-1.678386	-1.718217	-2.252712	-2.986742	-0.6887208	-1.424324	-0.3132184	-1.06841
NUP43	-1.628054	-1.600599	-1.177944	-3.400493	-1.962329	-3.004672	-3.764647	-1.306778	-4.53333	-3.957244	-2.432163	-1.646892	-4.47892
CMAS	-2.54819	-2.845175	-2.415051	-2.36358	-0.9841303	-1.750085	-2.203795	-4.065872	-2.014481	-1.862441	-3.832448	-2.422278	-3.74632
CDC26	-4.595103	-1.257379	-3.558267	-2.819856	-3.482998	-3.116732	-4.20408	-2.429949	-2.782504	-2.885654	-2.826157	-2.771502	-3.100624
NPLOC4	-4.383764	-0.8894619	-2.299302	-2.191119	-1.589261	-1.085443	-0.9242152	-4.299224	-1.541179	-1.465649	-1.555151	-0.738897	-0.4419017
UBA3	-2.08594	-2.233933	-1.82051	-2.724438	-0.4467473	-2.001137	-2.340458	-1.791466	-0.8921435	-0.9602951	-0.9027125	-0.004625656	-0.5958629
RDH11	-1.92741	-3.820456	-0.5863541	-1.684229	-1.245394	-1.288944	-2.919591	-4.001416	-2.768826	-0.3557633	-1.076025	-0.7250247	-1.610703
STT3B	-1.481465	-3.717195	-5.084148	-2.038548	-3.789571	-1.900628	-2.238033	-1.461325	-2.467075	-1.063122	-3.955313	-1.71039	-1.335389
NUP210	-2.537256	-1.496799	-1.69398	-1.758936	-2.27405	-0.6198994	-3.496931	-2.626121	-1.594117	0.9056417	0.01346768	0.2157126	-0.2783568
NOC3L	-1.83096	-2.257911	-3.947364	-0.9170287	-1.550684	1.149174	-4.444648	0.7806245	-2.111433	1.700759	1.568598	-0.4682211	1.12356
PPIL4	-4.160154	-2.672506	-3.01016	-3.513162	-2.557078	-2.052329	-3.641914	-2.906397	-2.556707	-2.383203	-3.22623	-1.567239	-1.445215
PHF10	-3.627132	-3.396512	-3.150106	-3.337014	-4.283878	-3.107665	-2.283136	-2.9408	-2.477263	-2.374676	-2.436474	-2.615048	-2.661791
NUP133	-3.360506	-3.766637	-4.141154	-2.60923	-1.641706	-2.242957	-4.080081	-1.944391	-0.6813052	-0.6992895	-1.350854	-1.590127	-0.4750874
PDCD6IP	-1.186529	-1.674941	-0.9483818	-1.085974	-0.8399054	0.1277554	-0.7458324	0.1048737	0.2119759	-0.3221553	0.6323981	0.1088499	0.1702343
NUDCD2	-4.329291	-1.775916	-1.473852	-3.562552	-1.380495	-2.634353	-2.015828	-3.824927	-1.079939	-0.8812857	-0.2856953	-0.7864218	-1.353065
SCFD1	-3.948924	-3.807459	-1.305878	-1.919711	-1.25532	-1.400174	-2.398559	-1.608014	0.5001861	-1.119336	-1.36246	-1.69516	-1.474156
UBLCP1	-2.044646	-2.89359	-1.79604	-3.121474	-1.450524	-2.732277	-2.112852	-1.365651	-0.6845682	-1.898364	-0.8840032	-0.8312325	-0.9365782
PCNP	-1.669138	-1.332556	-1.305573	-0.9659185	-0.3907383	-0.1476639	-1.206691	-0.6412919	-0.4017006	0.007103493	-0.1056456	-0.1479117	-0.1559323
ATXN2L	-2.672746	-2.544031	-2.909346	-2.200995	-1.341663	-1.313459	-2.40666	-2.16221	-1.645989	-1.403247	-1.068442	-1.145268	-1.324641
PHIP	-1.935559	-1.435884	-1.308954	-1.929296	-0.8043464	-1.157461	-1.540843	-2.497918	-2.068095	-1.426924	-1.766102	-1.002663	-1.44511
SREK1.1	-4.766164	-1.376031	-4.138347	-1.502391	-1.721579	-1.558218	-5.374243	-0.9038982	-0.4064602	-0.9296585	-1.028356	-1.21926	-0.1706258
PSPC1	0.7749013	1.853241	1.389529	1.266353	2.356759	2.27291	2.196005	1.784694	2.090556	2.355812	2.505551	2.640278	2.52835
SYNE2	-2.212198	-2.995953	-1.163997	-1.718988	-1.311478	-1.902038	-1.307726	-0.2536232	-1.383774	-0.2142277	-0.4000815	0.3094021	0.348743
DNAJC9	-3.276226	-3.267167	-0.9139819	-0.4393964	-1.024813	-0.5399278	-0.4152364	-0.0637195	0.1603537	0.9785789	0.9036032	0.7157848	0.836321
LZIC	-1.481842	-1.760189	-1.366808	-0.9227519	-1.756824	-1.672789	-1.867111	-0.231725	-0.224207	-0.1589787	-1.704937	-1.574594	-1.091473
IRGQ	-4.042192	-4.081928	-2.370511	-1.329877	-1.191789	-0.3739872	-0.5641519	-2.774846	-3.713417	-4.706211	-1.301088	-1.113323	-0.8117247
H1FX	2.822833	2.290616	2.054691	2.286889	2.855316	3.296097	2.764834	2.965183	1.678356	2.797633	2.587555	2.31824	2.561543
CCT6B	-4.168733	-0.5834285	0.03700953	0.05896224	-0.1269481	-4.347064	-0.2143529	0.1691788	-0.1420204	-3.562045	0.284466	0.0964888	-3.726005
HSPH1	0.6704831	0.2378176	1.557508	1.58247	1.072406	1.892382	0.4374862	1.389794	1.68921	1.624322	2.422452	2.264083	2.229982
GCN1L1	-3.846086	-2.515606	-5.111545	-4.457846	-2.81475	-3.468392	-3.437994	-3.928703	-1.634658	-1.746203	-1.927487	-2.558825	-1.927391
