NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
INTERLEUKIN RECEPTOR SHC SIGNALING%REACTOME%R-HSA-912526.3	INTERLEUKIN RECEPTOR SHC SIGNALING%REACTOME%R-HSA-912526.3		74	0.24021721	0.97726303	0.49315068	0.8019824	1.0	318	tags=19%, list=15%, signal=21%	
INTERLEUKIN-2 SIGNALING%REACTOME DATABASE ID RELEASE 60%451927	INTERLEUKIN-2 SIGNALING%REACTOME DATABASE ID RELEASE 60%451927		74	0.24021721	0.9766119	0.51724136	0.80068153	1.0	318	tags=19%, list=15%, signal=21%	
MTOR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%MTOR SIGNALING PATHWAY	MTOR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%MTOR SIGNALING PATHWAY		21	0.313788	0.97650284	0.49708456	0.7982088	1.0	154	tags=14%, list=7%, signal=15%	
HEDGEHOG 'OFF' STATE%REACTOME DATABASE ID RELEASE 60%5610787	HEDGEHOG 'OFF' STATE%REACTOME DATABASE ID RELEASE 60%5610787		43	0.26201352	0.9754134	0.50133336	0.7982631	1.0	149	tags=14%, list=7%, signal=15%	
INSULIN RECEPTOR SIGNALLING CASCADE%REACTOME%R-HSA-74751.3	INSULIN RECEPTOR SIGNALLING CASCADE%REACTOME%R-HSA-74751.3		82	0.23175983	0.9720268	0.51736975	0.8038616	1.0	484	tags=24%, list=23%, signal=30%	
SLC-MEDIATED TRANSMEMBRANE TRANSPORT%REACTOME DATABASE ID RELEASE 60%425407	SLC-MEDIATED TRANSMEMBRANE TRANSPORT%REACTOME DATABASE ID RELEASE 60%425407		16	0.33185053	0.9708238	0.506135	0.8039907	1.0	1029	tags=69%, list=48%, signal=131%	
IGF1R SIGNALING CASCADE%REACTOME DATABASE ID RELEASE 60%2428924	IGF1R SIGNALING CASCADE%REACTOME DATABASE ID RELEASE 60%2428924		82	0.23175983	0.9689869	0.5253623	0.8057831	1.0	484	tags=24%, list=23%, signal=30%	
SIGNALING BY INSULIN RECEPTOR%REACTOME%R-HSA-74752.1	SIGNALING BY INSULIN RECEPTOR%REACTOME%R-HSA-74752.1		90	0.22554544	0.9684791	0.5456731	0.8041777	1.0	484	tags=24%, list=23%, signal=30%	
SIGNALING BY TYPE 1 INSULIN-LIKE GROWTH FACTOR 1 RECEPTOR (IGF1R)%REACTOME DATABASE ID RELEASE 60%2404192	SIGNALING BY TYPE 1 INSULIN-LIKE GROWTH FACTOR 1 RECEPTOR (IGF1R)%REACTOME DATABASE ID RELEASE 60%2404192		82	0.23175983	0.96477544	0.5081967	0.81018305	1.0	484	tags=24%, list=23%, signal=30%	
ION CHANNEL TRANSPORT%REACTOME%R-HSA-983712.1	ION CHANNEL TRANSPORT%REACTOME%R-HSA-983712.1		35	0.27375245	0.9632886	0.5131034	0.8108628	1.0	472	tags=26%, list=22%, signal=32%	
GENERIC TRANSCRIPTION PATHWAY%REACTOME DATABASE ID RELEASE 60%212436	GENERIC TRANSCRIPTION PATHWAY%REACTOME DATABASE ID RELEASE 60%212436		103	0.22516684	0.9612798	0.54088783	0.8129707	1.0	589	tags=28%, list=27%, signal=37%	
IRS-MEDIATED SIGNALLING%REACTOME%R-HSA-112399.2	IRS-MEDIATED SIGNALLING%REACTOME%R-HSA-112399.2		82	0.23175983	0.9594872	0.54299754	0.81459427	1.0	484	tags=24%, list=23%, signal=30%	
SEMAPHORIN INTERACTIONS%REACTOME DATABASE ID RELEASE 60%373755	SEMAPHORIN INTERACTIONS%REACTOME DATABASE ID RELEASE 60%373755		29	0.28310022	0.95928925	0.50901526	0.8123411	1.0	705	tags=41%, list=33%, signal=61%	
INTEGRIN-LINKED KINASE SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%INTEGRIN-LINKED KINASE SIGNALING	INTEGRIN-LINKED KINASE SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%INTEGRIN-LINKED KINASE SIGNALING		18	0.31360877	0.9590797	0.5204856	0.81011057	1.0	511	tags=39%, list=24%, signal=51%	
TCR SIGNALING%REACTOME DATABASE ID RELEASE 60%202403	TCR SIGNALING%REACTOME DATABASE ID RELEASE 60%202403		42	0.25770402	0.95789397	0.5175202	0.81025773	1.0	309	tags=21%, list=14%, signal=25%	
HOST INTERACTIONS OF HIV FACTORS%REACTOME%R-HSA-162909.1	HOST INTERACTIONS OF HIV FACTORS%REACTOME%R-HSA-162909.1		63	0.24140279	0.9576814	0.55181694	0.80805254	1.0	309	tags=21%, list=14%, signal=23%	
FCERI MEDIATED NF-KB ACTIVATION%REACTOME%R-HSA-2871837.2	FCERI MEDIATED NF-KB ACTIVATION%REACTOME%R-HSA-2871837.2		38	0.26739755	0.95708776	0.5138504	0.8066632	1.0	309	tags=21%, list=14%, signal=24%	
IRS-RELATED EVENTS TRIGGERED BY IGF1R%REACTOME DATABASE ID RELEASE 60%2428928	IRS-RELATED EVENTS TRIGGERED BY IGF1R%REACTOME DATABASE ID RELEASE 60%2428928		82	0.23175983	0.954615	0.55207026	0.8098444	1.0	484	tags=24%, list=23%, signal=30%	
B CELL ACTIVATION%REACTOME%R-HSA-983705.1	B CELL ACTIVATION%REACTOME%R-HSA-983705.1		51	0.2508726	0.9540497	0.5394737	0.80850214	1.0	484	tags=25%, list=23%, signal=32%	
PCP CE PATHWAY%REACTOME DATABASE ID RELEASE 60%4086400	PCP CE PATHWAY%REACTOME DATABASE ID RELEASE 60%4086400		43	0.25967208	0.95320493	0.53413653	0.80789304	1.0	545	tags=33%, list=25%, signal=43%	
GOLGI ASSOCIATED VESICLE BIOGENESIS%REACTOME%R-HSA-432722.3	GOLGI ASSOCIATED VESICLE BIOGENESIS%REACTOME%R-HSA-432722.3		15	0.3360144	0.95259273	0.5284431	0.8067248	1.0	236	tags=20%, list=11%, signal=22%	
STRIATED MUSCLE CONTRACTION%REACTOME%R-HSA-390522.1	STRIATED MUSCLE CONTRACTION%REACTOME%R-HSA-390522.1		15	0.32923478	0.94501495	0.5378788	0.82173795	1.0	276	tags=27%, list=13%, signal=30%	
HALLMARK_SPERMATOGENESIS%MSIGDB_C2%HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS%MSIGDB_C2%HALLMARK_SPERMATOGENESIS		22	0.29972637	0.9406016	0.5611511	0.8292273	1.0	633	tags=45%, list=30%, signal=64%	
PID_ILK_PATHWAY%MSIGDB_C2%PID_ILK_PATHWAY	PID_ILK_PATHWAY%MSIGDB_C2%PID_ILK_PATHWAY		18	0.3136088	0.93786466	0.5615836	0.8326805	1.0	511	tags=39%, list=24%, signal=51%	
ER-PHAGOSOME PATHWAY%REACTOME DATABASE ID RELEASE 60%1236974	ER-PHAGOSOME PATHWAY%REACTOME DATABASE ID RELEASE 60%1236974		40	0.2558937	0.9378512	0.54407716	0.8300159	1.0	309	tags=20%, list=14%, signal=23%	
SIGNALING BY ROBO RECEPTOR%REACTOME%R-HSA-376176.1	SIGNALING BY ROBO RECEPTOR%REACTOME%R-HSA-376176.1		15	0.33035174	0.9344324	0.5560538	0.8352633	1.0	511	tags=47%, list=24%, signal=61%	
M G1 TRANSITION%REACTOME DATABASE ID RELEASE 60%68874	M G1 TRANSITION%REACTOME DATABASE ID RELEASE 60%68874		38	0.25679383	0.92655057	0.5710306	0.8508291	1.0	484	tags=26%, list=23%, signal=33%	
DNA REPLICATION PRE-INITIATION%REACTOME%R-HSA-69002.2	DNA REPLICATION PRE-INITIATION%REACTOME%R-HSA-69002.2		38	0.25679383	0.9247026	0.5876841	0.8522898	1.0	484	tags=26%, list=23%, signal=33%	
NEDDYLATION%REACTOME%R-HSA-8951664.1	NEDDYLATION%REACTOME%R-HSA-8951664.1		51	0.24244206	0.92407614	0.6078947	0.8510449	1.0	504	tags=29%, list=24%, signal=38%	
PLATELET ACTIVATION, SIGNALING AND AGGREGATION%REACTOME%R-HSA-76002.2	PLATELET ACTIVATION, SIGNALING AND AGGREGATION%REACTOME%R-HSA-76002.2		64	0.23480704	0.92384154	0.5828066	0.8488314	1.0	518	tags=28%, list=24%, signal=36%	
FORMATION OF TUBULIN FOLDING INTERMEDIATES BY CCT TRIC%REACTOME DATABASE ID RELEASE 60%389960	FORMATION OF TUBULIN FOLDING INTERMEDIATES BY CCT TRIC%REACTOME DATABASE ID RELEASE 60%389960		20	0.30105397	0.9232658	0.5489614	0.84755784	1.0	712	tags=40%, list=33%, signal=59%	
HALLMARK_GLYCOLYSIS%MSIGDB_C2%HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS%MSIGDB_C2%HALLMARK_GLYCOLYSIS		61	0.23017679	0.9124428	0.5974843	0.86945623	1.0	564	tags=30%, list=26%, signal=39%	
COPI-DEPENDENT GOLGI-TO-ER RETROGRADE TRAFFIC%REACTOME DATABASE ID RELEASE 60%6811434	COPI-DEPENDENT GOLGI-TO-ER RETROGRADE TRAFFIC%REACTOME DATABASE ID RELEASE 60%6811434		32	0.26340008	0.9106606	0.59317213	0.8709652	1.0	610	tags=34%, list=28%, signal=47%	
COOPERATION OF PREFOLDIN AND TRIC CCT IN ACTIN AND TUBULIN FOLDING%REACTOME%R-HSA-389958.2	COOPERATION OF PREFOLDIN AND TRIC CCT IN ACTIN AND TUBULIN FOLDING%REACTOME%R-HSA-389958.2		24	0.27728695	0.9096334	0.5792593	0.8704973	1.0	712	tags=38%, list=33%, signal=56%	
ANTIGEN PROCESSING-CROSS PRESENTATION%REACTOME DATABASE ID RELEASE 60%1236975	ANTIGEN PROCESSING-CROSS PRESENTATION%REACTOME DATABASE ID RELEASE 60%1236975		41	0.2508121	0.9090419	0.61162484	0.8691308	1.0	309	tags=20%, list=14%, signal=22%	
CASPASE CASCADE IN APOPTOSIS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CASPASE CASCADE IN APOPTOSIS	CASPASE CASCADE IN APOPTOSIS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CASPASE CASCADE IN APOPTOSIS		16	0.311274	0.9085051	0.59970886	0.8675581	1.0	542	tags=38%, list=25%, signal=50%	
MAPK FAMILY SIGNALING CASCADES%REACTOME DATABASE ID RELEASE 60%5683057	MAPK FAMILY SIGNALING CASCADES%REACTOME DATABASE ID RELEASE 60%5683057		84	0.2183228	0.9029007	0.63952094	0.87750095	1.0	533	tags=27%, list=25%, signal=35%	
APOPTOTIC CLEAVAGE OF CELLULAR PROTEINS%REACTOME%R-HSA-111465.2	APOPTOTIC CLEAVAGE OF CELLULAR PROTEINS%REACTOME%R-HSA-111465.2		15	0.3142522	0.90256816	0.5962733	0.8755982	1.0	565	tags=47%, list=26%, signal=63%	
TRNA CHARGING%HUMANCYC%TRNA-CHARGING-PWY	TRNA CHARGING%HUMANCYC%TRNA-CHARGING-PWY		22	0.285251	0.901055	0.6054131	0.8762618	1.0	783	tags=55%, list=37%, signal=85%	
SWITCHING OF ORIGINS TO A POST-REPLICATIVE STATE%REACTOME DATABASE ID RELEASE 60%69052	SWITCHING OF ORIGINS TO A POST-REPLICATIVE STATE%REACTOME DATABASE ID RELEASE 60%69052		37	0.24969344	0.90092	0.6291209	0.87390065	1.0	309	tags=19%, list=14%, signal=22%	
HIV INFECTION%REACTOME%R-HSA-162906.1	HIV INFECTION%REACTOME%R-HSA-162906.1		80	0.21644478	0.89876175	0.64492756	0.87604564	1.0	309	tags=19%, list=14%, signal=21%	
ASSEMBLY OF THE PRE-REPLICATIVE COMPLEX%REACTOME DATABASE ID RELEASE 60%68867	ASSEMBLY OF THE PRE-REPLICATIVE COMPLEX%REACTOME DATABASE ID RELEASE 60%68867		37	0.24969344	0.8985467	0.6070941	0.8738046	1.0	309	tags=19%, list=14%, signal=22%	
REMOVAL OF LICENSING FACTORS FROM ORIGINS%REACTOME%R-HSA-69300.2	REMOVAL OF LICENSING FACTORS FROM ORIGINS%REACTOME%R-HSA-69300.2		37	0.24969344	0.8982545	0.62231183	0.87179816	1.0	309	tags=19%, list=14%, signal=22%	
HIV LIFE CYCLE%REACTOME DATABASE ID RELEASE 60%162587	HIV LIFE CYCLE%REACTOME DATABASE ID RELEASE 60%162587		34	0.25341833	0.89212215	0.604336	0.88292754	1.0	308	tags=21%, list=14%, signal=24%	
TRANSCRIPTIONAL REGULATION BY SMALL RNAS%REACTOME%R-HSA-5578749.3	TRANSCRIPTIONAL REGULATION BY SMALL RNAS%REACTOME%R-HSA-5578749.3		18	0.29382986	0.8904562	0.6286982	0.88395464	1.0	223	tags=11%, list=10%, signal=12%	
ORC1 REMOVAL FROM CHROMATIN%REACTOME DATABASE ID RELEASE 60%68949	ORC1 REMOVAL FROM CHROMATIN%REACTOME DATABASE ID RELEASE 60%68949		37	0.24969344	0.88773936	0.6219512	0.8871965	1.0	309	tags=19%, list=14%, signal=22%	
REGULATION OF DNA REPLICATION%REACTOME%R-HSA-69304.2	REGULATION OF DNA REPLICATION%REACTOME%R-HSA-69304.2		37	0.24969344	0.88465834	0.63978493	0.8909717	1.0	309	tags=19%, list=14%, signal=22%	
M PHASE%REACTOME DATABASE ID RELEASE 60%68886	M PHASE%REACTOME DATABASE ID RELEASE 60%68886		93	0.20647229	0.88071907	0.6870588	0.89688045	1.0	223	tags=13%, list=10%, signal=14%	
MEIOSIS%REACTOME%R-HSA-1500620.1	MEIOSIS%REACTOME%R-HSA-1500620.1		25	0.27067038	0.88066155	0.6423462	0.8943493	1.0	434	tags=20%, list=20%, signal=25%	
TNFALPHA%IOB%TNFALPHA	TNFALPHA%IOB%TNFALPHA		65	0.21910295	0.88065344	0.6662404	0.8916928	1.0	445	tags=20%, list=21%, signal=24%	
PID_CASPASE_PATHWAY%MSIGDB_C2%PID_CASPASE_PATHWAY	PID_CASPASE_PATHWAY%MSIGDB_C2%PID_CASPASE_PATHWAY		18	0.29207546	0.8748755	0.64341086	0.9013868	1.0	613	tags=39%, list=29%, signal=54%	
SIGNALING BY HEDGEHOG%REACTOME%R-HSA-5358351.2	SIGNALING BY HEDGEHOG%REACTOME%R-HSA-5358351.2		47	0.23200266	0.8725738	0.65695363	0.90355754	1.0	149	tags=13%, list=7%, signal=13%	
ACTIVATION OF NF-KAPPAB IN B CELLS%REACTOME%R-HSA-1169091.1	ACTIVATION OF NF-KAPPAB IN B CELLS%REACTOME%R-HSA-1169091.1		36	0.24526392	0.8711719	0.6514132	0.9036776	1.0	309	tags=19%, list=14%, signal=22%	
HALLMARK_APICAL_JUNCTION%MSIGDB_C2%HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION%MSIGDB_C2%HALLMARK_APICAL_JUNCTION		55	0.22568996	0.86729383	0.685422	0.90931094	1.0	264	tags=16%, list=12%, signal=18%	
REGULATION OF RAS BY GAPS%REACTOME DATABASE ID RELEASE 60%5658442	REGULATION OF RAS BY GAPS%REACTOME DATABASE ID RELEASE 60%5658442		37	0.2452872	0.8634612	0.67349726	0.9147945	1.0	309	tags=19%, list=14%, signal=22%	
DEFECTIVE CFTR CAUSES CYSTIC FIBROSIS%REACTOME%R-HSA-5678895.2	DEFECTIVE CFTR CAUSES CYSTIC FIBROSIS%REACTOME%R-HSA-5678895.2		38	0.2377848	0.8606952	0.69413406	0.9180637	1.0	484	tags=26%, list=23%, signal=33%	
VIF-MEDIATED DEGRADATION OF APOBEC3G%REACTOME DATABASE ID RELEASE 60%180585	VIF-MEDIATED DEGRADATION OF APOBEC3G%REACTOME DATABASE ID RELEASE 60%180585		35	0.23896877	0.8536231	0.7	0.9297736	1.0	484	tags=26%, list=23%, signal=33%	
ABC TRANSPORTER DISORDERS%REACTOME%R-HSA-5619084.4	ABC TRANSPORTER DISORDERS%REACTOME%R-HSA-5619084.4		38	0.2377848	0.853216	0.6967213	0.9279195	1.0	484	tags=26%, list=23%, signal=33%	
G1 S TRANSITION%REACTOME%R-HSA-69206.2	G1 S TRANSITION%REACTOME%R-HSA-69206.2		42	0.23065409	0.8490741	0.7156593	0.9336798	1.0	277	tags=17%, list=13%, signal=19%	
DOWNSTREAM TCR SIGNALING%REACTOME%R-HSA-202424.3	DOWNSTREAM TCR SIGNALING%REACTOME%R-HSA-202424.3		37	0.23763835	0.8480759	0.686221	0.9331711	1.0	309	tags=19%, list=14%, signal=22%	
RMTS METHYLATE HISTONE ARGININES%REACTOME%R-HSA-3214858.2	RMTS METHYLATE HISTONE ARGININES%REACTOME%R-HSA-3214858.2		22	0.26318082	0.8479454	0.68130314	0.93071264	1.0	103	tags=9%, list=5%, signal=9%	
DECTIN-1 MEDIATED NONCANONICAL NF-KB SIGNALING%REACTOME DATABASE ID RELEASE 60%5607761	DECTIN-1 MEDIATED NONCANONICAL NF-KB SIGNALING%REACTOME DATABASE ID RELEASE 60%5607761		37	0.23457152	0.84721166	0.71648043	0.9295923	1.0	309	tags=19%, list=14%, signal=22%	
RHO GTPASES ACTIVATE PKNS%REACTOME%R-HSA-5625740.1	RHO GTPASES ACTIVATE PKNS%REACTOME%R-HSA-5625740.1		29	0.24678068	0.84326345	0.6955307	0.9347407	1.0	549	tags=24%, list=26%, signal=32%	
CYTOSOLIC TRNA AMINOACYLATION%REACTOME%R-HSA-379716.1	CYTOSOLIC TRNA AMINOACYLATION%REACTOME%R-HSA-379716.1		22	0.2652921	0.8375632	0.6935252	0.94348645	1.0	783	tags=50%, list=37%, signal=78%	
HALLMARK_ESTROGEN_RESPONSE_LATE%MSIGDB_C2%HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE%MSIGDB_C2%HALLMARK_ESTROGEN_RESPONSE_LATE		36	0.23394598	0.83472973	0.70198673	0.946305	1.0	558	tags=33%, list=26%, signal=44%	
TNFR2 NON-CANONICAL NF-KB PATHWAY%REACTOME DATABASE ID RELEASE 60%5668541	TNFR2 NON-CANONICAL NF-KB PATHWAY%REACTOME DATABASE ID RELEASE 60%5668541		37	0.23457152	0.8310346	0.74860334	0.9509988	1.0	309	tags=19%, list=14%, signal=22%	
DISORDERS OF TRANSMEMBRANE TRANSPORTERS%REACTOME%R-HSA-5619115.2	DISORDERS OF TRANSMEMBRANE TRANSPORTERS%REACTOME%R-HSA-5619115.2		39	0.23104057	0.8299563	0.7411444	0.950389	1.0	484	tags=26%, list=23%, signal=33%	
NIK-->NONCANONICAL NF-KB SIGNALING%REACTOME DATABASE ID RELEASE 60%5676590	NIK-->NONCANONICAL NF-KB SIGNALING%REACTOME DATABASE ID RELEASE 60%5676590		37	0.23457152	0.8278694	0.7407407	0.951688	1.0	309	tags=19%, list=14%, signal=22%	
GM-CSF%IOB%GM-CSF	GM-CSF%IOB%GM-CSF		20	0.26768053	0.82754636	0.70863837	0.9496595	1.0	516	tags=30%, list=24%, signal=39%	
APOPTOSIS%REACTOME DATABASE ID RELEASE 60%109581	APOPTOSIS%REACTOME DATABASE ID RELEASE 60%109581		73	0.2008151	0.8247881	0.7746114	0.9524363	1.0	565	tags=29%, list=26%, signal=38%	
NICOTINIC ACETYLCHOLINE RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P00044	NICOTINIC ACETYLCHOLINE RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P00044		22	0.2620832	0.8218156	0.71798563	0.9553636	1.0	398	tags=23%, list=19%, signal=28%	
PROGRAMMED CELL DEATH%REACTOME%R-HSA-5357801.1	PROGRAMMED CELL DEATH%REACTOME%R-HSA-5357801.1		73	0.2008151	0.81934184	0.78388745	0.9575288	1.0	565	tags=29%, list=26%, signal=38%	
MITOTIC G1-G1 S PHASES%REACTOME DATABASE ID RELEASE 60%453279	MITOTIC G1-G1 S PHASES%REACTOME DATABASE ID RELEASE 60%453279		43	0.22328377	0.8184891	0.739071	0.9565297	1.0	277	tags=16%, list=13%, signal=18%	
HALLMARK_MYC_TARGETS_V2%MSIGDB_C2%HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2%MSIGDB_C2%HALLMARK_MYC_TARGETS_V2		15	0.28759363	0.8184045	0.70298505	0.9540177	1.0	584	tags=47%, list=27%, signal=64%	
AUF1 (HNRNP D0) BINDS AND DESTABILIZES MRNA%REACTOME%R-HSA-450408.3	AUF1 (HNRNP D0) BINDS AND DESTABILIZES MRNA%REACTOME%R-HSA-450408.3		38	0.22460946	0.81496394	0.7696477	0.9578903	1.0	484	tags=24%, list=23%, signal=30%	
SYNTHESIS OF DNA%REACTOME%R-HSA-69239.2	SYNTHESIS OF DNA%REACTOME%R-HSA-69239.2		42	0.21981767	0.81254154	0.7577389	0.9597637	1.0	484	tags=24%, list=23%, signal=30%	
HOMOLOGY DIRECTED REPAIR%REACTOME%R-HSA-5693538.1	HOMOLOGY DIRECTED REPAIR%REACTOME%R-HSA-5693538.1		26	0.25028485	0.8093081	0.7407407	0.9630163	1.0	131	tags=12%, list=6%, signal=12%	
DNA REPLICATION%REACTOME%R-HSA-69306.1	DNA REPLICATION%REACTOME%R-HSA-69306.1		42	0.21981767	0.8045052	0.7741935	0.96919113	1.0	484	tags=24%, list=23%, signal=30%	
HEMOSTASIS%REACTOME DATABASE ID RELEASE 60%109582	HEMOSTASIS%REACTOME DATABASE ID RELEASE 60%109582		126	0.18214808	0.80403	0.83870965	0.9674044	1.0	855	tags=44%, list=40%, signal=68%	
B-WICH COMPLEX POSITIVELY REGULATES RRNA EXPRESSION%REACTOME DATABASE ID RELEASE 60%5250924	B-WICH COMPLEX POSITIVELY REGULATES RRNA EXPRESSION%REACTOME DATABASE ID RELEASE 60%5250924		15	0.2844692	0.8036596	0.7201166	0.9655241	1.0	101	tags=7%, list=5%, signal=7%	
BIOCARTA_CHREBP2_PATHWAY%MSIGDB_C2%BIOCARTA_CHREBP2_PATHWAY	BIOCARTA_CHREBP2_PATHWAY%MSIGDB_C2%BIOCARTA_CHREBP2_PATHWAY		15	0.2784365	0.80329984	0.73880595	0.96358716	1.0	219	tags=20%, list=10%, signal=22%	
APOPTOTIC EXECUTION PHASE%REACTOME DATABASE ID RELEASE 60%75153	APOPTOTIC EXECUTION PHASE%REACTOME DATABASE ID RELEASE 60%75153		27	0.24305364	0.8011861	0.76775146	0.9647634	1.0	565	tags=37%, list=26%, signal=50%	
METABOLISM OF POLYAMINES%REACTOME%R-HSA-351202.2	METABOLISM OF POLYAMINES%REACTOME%R-HSA-351202.2		38	0.22468556	0.7989317	0.78475934	0.9660641	1.0	539	tags=29%, list=25%, signal=38%	
MEIOTIC SYNAPSIS%REACTOME DATABASE ID RELEASE 60%1221632	MEIOTIC SYNAPSIS%REACTOME DATABASE ID RELEASE 60%1221632		18	0.26436162	0.7983197	0.7647059	0.96451557	1.0	396	tags=17%, list=18%, signal=20%	
EXTRACELLULAR MATRIX ORGANIZATION%REACTOME%R-HSA-1474244.2	EXTRACELLULAR MATRIX ORGANIZATION%REACTOME%R-HSA-1474244.2		52	0.20654409	0.7867749	0.7931937	0.98214746	1.0	334	tags=19%, list=16%, signal=22%	
HH MUTANTS THAT DON'T UNDERGO AUTOCATALYTIC PROCESSING ARE DEGRADED BY ERAD%REACTOME DATABASE ID RELEASE 60%5362768	HH MUTANTS THAT DON'T UNDERGO AUTOCATALYTIC PROCESSING ARE DEGRADED BY ERAD%REACTOME DATABASE ID RELEASE 60%5362768		36	0.22104701	0.7865486	0.8110014	0.9799104	1.0	484	tags=25%, list=23%, signal=32%	
CROSS-PRESENTATION OF SOLUBLE EXOGENOUS ANTIGENS (ENDOSOMES)%REACTOME DATABASE ID RELEASE 60%1236978	CROSS-PRESENTATION OF SOLUBLE EXOGENOUS ANTIGENS (ENDOSOMES)%REACTOME DATABASE ID RELEASE 60%1236978		32	0.22711748	0.786181	0.7938289	0.9779031	1.0	309	tags=19%, list=14%, signal=22%	
MUSCLE CONTRACTION%REACTOME DATABASE ID RELEASE 60%397014	MUSCLE CONTRACTION%REACTOME DATABASE ID RELEASE 60%397014		50	0.20388183	0.7835094	0.8116883	0.97972584	1.0	642	tags=32%, list=30%, signal=45%	
HALLMARK_UV_RESPONSE_UP%MSIGDB_C2%HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP%MSIGDB_C2%HALLMARK_UV_RESPONSE_UP		30	0.22612713	0.78043103	0.79038715	0.982262	1.0	957	tags=53%, list=45%, signal=95%	
GENE EXPRESSION (TRANSCRIPTION)%REACTOME DATABASE ID RELEASE 60%74160	GENE EXPRESSION (TRANSCRIPTION)%REACTOME DATABASE ID RELEASE 60%74160		177	0.16770627	0.779676	0.91226095	0.9808856	1.0	223	tags=11%, list=10%, signal=12%	
HH MUTANTS ABROGATE LIGAND SECRETION%REACTOME DATABASE ID RELEASE 60%5387390	HH MUTANTS ABROGATE LIGAND SECRETION%REACTOME DATABASE ID RELEASE 60%5387390		36	0.22104694	0.7763035	0.7942387	0.98387235	1.0	484	tags=25%, list=23%, signal=32%	
CDK-MEDIATED PHOSPHORYLATION AND REMOVAL OF CDC6%REACTOME%R-HSA-69017.2	CDK-MEDIATED PHOSPHORYLATION AND REMOVAL OF CDC6%REACTOME%R-HSA-69017.2		34	0.21813336	0.7728981	0.7936726	0.98646224	1.0	309	tags=18%, list=14%, signal=20%	
UBIQUITIN-DEPENDENT DEGRADATION OF CYCLIN D1%REACTOME DATABASE ID RELEASE 60%69229	UBIQUITIN-DEPENDENT DEGRADATION OF CYCLIN D1%REACTOME DATABASE ID RELEASE 60%69229		34	0.21813336	0.7726556	0.807327	0.98420507	1.0	309	tags=18%, list=14%, signal=20%	
REGULATION OF TELOMERASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF TELOMERASE	REGULATION OF TELOMERASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF TELOMERASE		15	0.270024	0.7724025	0.77395207	0.9819824	1.0	566	tags=40%, list=26%, signal=54%	
OXYGEN-DEPENDENT PROLINE HYDROXYLATION OF HYPOXIA-INDUCIBLE FACTOR ALPHA%REACTOME DATABASE ID RELEASE 60%1234176	OXYGEN-DEPENDENT PROLINE HYDROXYLATION OF HYPOXIA-INDUCIBLE FACTOR ALPHA%REACTOME DATABASE ID RELEASE 60%1234176		34	0.21813336	0.7695906	0.8156425	0.9839253	1.0	309	tags=18%, list=14%, signal=20%	
DEGRADATION OF AXIN%REACTOME DATABASE ID RELEASE 60%4641257	DEGRADATION OF AXIN%REACTOME DATABASE ID RELEASE 60%4641257		34	0.21813336	0.7692325	0.79490614	0.9819305	1.0	309	tags=18%, list=14%, signal=20%	
DNA REPAIR%REACTOME DATABASE ID RELEASE 60%73894	DNA REPAIR%REACTOME DATABASE ID RELEASE 60%73894		52	0.19776544	0.7691497	0.8292994	0.9795006	1.0	131	tags=10%, list=6%, signal=10%	
TSLP%NETPATH%TSLP	TSLP%NETPATH%TSLP		52	0.19871978	0.7687421	0.84097034	0.9776866	1.0	847	tags=40%, list=40%, signal=65%	
UBIQUITIN-DEPENDENT DEGRADATION OF CYCLIN D%REACTOME%R-HSA-75815.2	UBIQUITIN-DEPENDENT DEGRADATION OF CYCLIN D%REACTOME%R-HSA-75815.2		34	0.21813336	0.768346	0.80742776	0.9757139	1.0	309	tags=18%, list=14%, signal=20%	
ACTIVATION OF APC C AND APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME DATABASE ID RELEASE 60%176814	ACTIVATION OF APC C AND APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME DATABASE ID RELEASE 60%176814		35	0.21417335	0.7680559	0.8066759	0.9736501	1.0	309	tags=17%, list=14%, signal=20%	
